Price,Close,High,Low,Open,Volume
Ticker,BAC,BAC,BAC,BAC,BAC
Date,,,,,
2021-05-10,37.24077224731445,38.028983071844856,37.22305922695933,37.63930675927173,41271500
2021-05-11,36.815670013427734,37.497606096452174,36.61197534630301,36.79795699301517,42964700
2021-05-12,36.47026824951172,37.69243941915228,36.34628050649549,37.533025641442094,47533000
2021-05-13,37.05478286743164,37.27619050804048,36.11601325502167,36.186865321654494,42026100
2021-05-14,37.51531982421875,37.62159457028477,37.12564012462123,37.249631269847065,30932600
2021-05-17,37.85186004638672,37.94927659180429,37.338192585610955,37.40904466781998,32656400
2021-05-18,37.33820343017578,38.03785274233762,37.320490404478925,37.816444988748245,37880300
2021-05-19,37.169918060302734,37.19648589770904,36.58540198847525,36.88651653325987,42672800
2021-05-20,37.081356048583984,37.31162191992157,36.71824760077899,37.10792726660784,36871100
2021-05-21,37.55074691772461,37.72787037332581,37.09907332206682,37.21420627093829,40243800
2021-05-24,37.75444030761719,37.887282894790424,37.41789967230113,37.710159445226104,31390800
2021-05-25,37.205352783203125,38.31239141298488,37.13450406767226,37.8075820680775,52657700
2021-05-26,37.2319221496582,37.41790381936121,36.895381477043045,37.21420912705597,41332800
2021-05-27,37.68358612060547,37.949274658527706,37.30276464416547,37.621592241037376,52981100
2021-05-28,37.5418815612793,37.82528309031235,37.24076701438009,37.78100223485331,38509700
2021-06-01,38.011268615722656,38.330096213245675,37.87842603569677,38.03783983445828,42890700
2021-06-02,38.02898025512695,38.23267490650389,37.727865688219104,38.170681029059295,34180500
2021-06-03,38.46477508544922,38.678222728971896,37.957840748797466,38.03788319103907,46981200
2021-06-04,38.48255920410156,38.58928131992848,38.09124251764625,38.45587952330355,37192600
2021-06-07,38.349143981933594,38.58927122419822,38.295784634297455,38.482549136291944,28401900
2021-06-08,38.13570785522461,38.455877579153984,37.735495700312896,38.117920271380235,41871400
2021-06-09,37.63766098022461,38.002297921862585,37.45089646215903,37.77106614606248,42366300
2021-06-10,37.07737350463867,38.206859781316034,37.01511864938076,38.02898731230693,40123600
2021-06-11,37.22856903076172,37.25524871565442,36.917291338926795,37.18410175839542,31203600
2021-06-14,36.783878326416016,37.2730249588412,36.51707138078723,37.21966221266169,36050700
2021-06-15,36.81056594848633,36.96175873231164,36.3747819681798,36.712735922358505,39247900
2021-06-16,37.015113830566406,37.34417904281619,36.1702222572418,36.71273169040712,63859100
2021-06-17,35.396488189697266,37.442013249786164,35.325341232524515,37.37086629261341,80728200
2021-06-18,34.489322662353516,34.95178950446072,34.23141126739454,34.6938747168682,102774200
2021-06-21,35.35200881958008,35.378688495310385,34.71166946097869,34.79171188080386,48119400
2021-06-22,35.547672271728516,35.80558374496409,34.93401252930406,35.46762984413553,44113200
2021-06-23,35.75223159790039,35.94788826608906,35.63661398081032,35.71665642454417,32039900
2021-06-24,36.31252670288086,36.47260818889134,35.734442041923565,35.96567387072544,37161800
2021-06-25,37.015113830566406,37.20188176466091,36.3214150236388,36.7038395948001,53178800
2021-06-28,36.96176528930664,36.979552878361304,36.55265752632071,36.8728273440333,34416500
2021-06-29,36.365882873535156,37.30860447691689,36.241373177220254,37.02400991601576,38519600
2021-06-30,36.66826629638672,36.78388390098021,36.21469475934286,36.25026653621902,29159800
2021-07-01,36.943965911865234,37.08626318626147,36.65047587506602,36.96175349524409,28045100
2021-07-02,36.59711837768555,36.8817129409431,36.55264772066077,36.792775019528364,28980800
