Price,Close,High,Low,Open,Volume
Ticker,HD,HD,HD,HD,HD
Date,,,,,
2021-06-01,279.9224853515625,284.3030605158239,278.9136421482667,283.77207761607826,3549800
2021-06-02,278.6503601074219,281.9863713890753,277.9208791248533,280.65196687641395,3380100
2021-06-03,277.04901123046875,278.3834155159235,275.5011109468691,276.66648851761767,2652500
2021-06-04,276.6753845214844,278.8460175960217,275.1986405675927,277.65392591451814,2638700
2021-06-07,275.7413635253906,277.84971848466773,273.89100106132355,276.7733063576992,3974800
2021-06-08,276.5775146484375,277.81407561446235,274.86949241658345,276.9066633520488,2913500
2021-06-09,273.4105529785156,278.42792638324784,273.01912552927297,277.0668350274579,3603700
2021-06-10,274.2734680175781,275.4655326461482,272.343044927116,273.6863268455613,3286300
2021-06-11,276.4619445800781,276.88005912145644,274.3091202893036,275.1275399350663,2785100
2021-06-14,275.1719665527344,275.83026398969696,272.4141922231361,274.8250084017783,3393500
2021-06-15,272.61883544921875,274.84284282880606,269.98559116484756,274.664911379028,5270600
2021-06-16,269.3539733886719,273.41946528429384,267.9217257062316,272.8323240941328,4492500
2021-06-17,269.6564636230469,271.51573068077704,266.9075935435207,269.59418489587404,4481100
2021-06-18,269.2027282714844,270.28804492660487,265.4575075564773,266.213675472906,8792700
2021-06-21,273.6418151855469,274.6381659358229,271.2131898703578,271.55124326388466,3774200
2021-06-22,278.1876525878906,280.1447893864014,274.26450142486664,275.0028868686993,4418400
2021-06-23,277.2625732421875,279.0328744881801,276.3373785396636,277.57391256694893,2564500
2021-06-24,277.413818359375,280.08262757195706,277.2626010405062,278.55250920413545,2649200
2021-06-25,279.0062255859375,280.6341873193551,277.1558359281993,277.76966424125806,11733500
2021-06-28,279.5844421386719,280.46514046015443,276.9956940361759,279.0328925980048,2635400
2021-06-29,283.1072692871094,284.9398494198641,280.72313960060734,280.92775807799427,3150100
2021-06-30,283.6855163574219,284.93095513937703,282.617981888015,282.84038264009735,3061500
2021-07-01,286.0429382324219,286.17637324432434,283.3385376809128,284.59288108985095,2578000
2021-07-02,287.07489013671875,287.44850818206004,285.87392069392246,286.9236456860142,2201600
2021-07-06,284.0146179199219,288.0800823593729,281.82617533623755,287.1904794989069,3109500
2021-07-07,287.7687683105469,288.60499724459316,283.11613516886604,283.32963118657074,2939900
2021-07-08,283.37408447265625,284.96645394310906,280.0469515284001,283.8455728723111,3663000
2021-07-09,286.53228759765625,287.617604573081,284.833142250559,285.1534135155135,2587400
2021-07-12,286.22076416015625,288.231274950734,285.1443524941789,285.6247455540157,2521800
2021-07-13,282.048583984375,287.5997244508139,281.85287026362676,286.84355656844446,3213800
2021-07-14,283.97906494140625,284.7263281883087,282.90265293499624,283.56095045401133,3381600
2021-07-15,287.0838317871094,287.3062325799177,282.32444939130437,282.3422588297909,2603900
2021-07-16,286.0429382324219,290.25964749970484,285.9183807889613,288.23135387320485,3623700
2021-07-19,283.66766357421875,283.7833162913931,280.144843801154,282.88480870275436,3752600
2021-07-20,289.4322814941406,290.1261706043892,283.1338783563242,283.338496777387,4251700
2021-07-21,290.3307800292969,292.20785620486384,289.09424615549483,291.43390605064184,2832600
