Price,Close,High,Low,Open,Volume
Ticker,JNJ,JNJ,JNJ,JNJ,JNJ
Date,,,,,
2021-06-07,143.213623046875,144.49946228619868,143.03118166275257,144.22143869167638,5362800
2021-06-08,141.95384216308594,143.9260303594638,140.80702812298256,143.595880696954,7746800
2021-06-09,143.86520385742188,144.03027868422808,142.18841905226958,142.47512586879205,5552600
2021-06-10,145.15972900390625,145.59413086951875,144.17797654541624,144.22141938335605,6463100
2021-06-11,143.31787109375,145.15973078433228,142.67495155227644,145.15104751939498,7389900
2021-06-14,143.67408752441406,143.75228994565987,142.3969448124328,142.91823242189662,4931300
2021-06-15,142.90956115722656,144.0998182819547,142.82267546272124,143.55246757174157,5062900
2021-06-16,142.85739135742188,144.0042186475161,142.03203046300774,143.178857753102,6988500
2021-06-17,143.5437469482422,143.96076900816863,142.0494035385392,142.64888020668533,5874700
2021-06-18,140.7288360595703,142.64889829398047,140.56376121617697,141.849600387402,12993000
2021-06-21,142.34481811523438,142.70971413759486,140.96342318982087,141.4152048990315,6592300
2021-06-22,142.1536407470703,142.51853666813372,141.8582507048129,142.23184314628386,5627800
2021-06-23,141.29356384277344,142.21449373407037,141.1632353208448,142.21449373407037,4493400
2021-06-24,141.9364471435547,142.65755575923436,141.44123595982984,141.84957473324954,4549200
2021-06-25,142.66627502441406,143.16148628708711,141.51944766766607,141.56289050819024,10963800
2021-06-28,142.50119018554688,143.41343674496895,142.06678832457376,142.86608615793716,5604000
2021-06-29,142.50985717773438,143.03982791788232,141.97120317383983,142.4837941296034,3749500
2021-06-30,143.12673950195312,143.32656065944005,142.19711309396448,142.4838199322163,6151700
2021-07-01,144.18666076660156,144.23009034394354,143.0311503118215,143.126719244379,6320200
2021-07-02,146.8104705810547,147.08849417583386,143.90866890924408,144.23881861382068,9059900
2021-07-06,145.93296813964844,146.70620295318645,145.08154416962634,145.8808420353257,6098500
2021-07-07,147.18402099609375,147.26221013840726,145.50722315521182,145.50722315521182,6293500
2021-07-08,146.89732360839844,147.2274732395716,145.59411812563076,146.56717397722528,5755500
2021-07-09,147.4794464111328,148.01810052989816,147.03636124152527,147.14929672187972,6120900
2021-07-12,147.24485778808594,148.72182153126727,146.4281801311675,147.4620587284624,7840500
2021-07-13,147.06239318847656,147.48809847994795,146.54110571117096,146.80174944982375,4691200
2021-07-14,148.0615234375,148.41773613248364,146.86257010164883,147.6966274780871,6162900
2021-07-15,146.28048706054688,147.6097557730738,145.7157699106893,147.0884814632576,6656900
2021-07-16,146.04591369628906,146.906020912708,145.9155851814214,146.25441810904857,5834900
2021-07-19,144.9859619140625,146.12409261025442,143.63063029853953,144.6384324889976,8219700
2021-07-20,146.34999084472656,148.40036825034102,144.95121625966468,145.00334236420593,9902800
2021-07-21,147.25352478027344,147.42728284635095,145.5072210854341,147.08844997758806,7585200
2021-07-22,147.6792449951172,148.626251076301,146.52373451630115,147.14059095871121,5281900
2021-07-23,149.25173950195312,149.59057231867473,148.02673670727563,148.5653906064514,5014900
2021-07-26,149.3212890625,149.5558697756068,148.44380208983816,149.2778594826109,4484900
2021-07-27,150.00767517089844,150.05980128053406,148.27875074558077,149.26050333336707,7089300
2021-07-28,149.5906524658203,150.63322777452518,149.5037800280254,150.06849727282741,5750700
2021-07-29,149.5906524658203,150.59846819389062,148.6436593754126,150.07719379643393,4214100
2021-07-30,149.6079864501953,150.285652239233,149.29521660472471,149.90337651066986,5346400
2021-08-02,149.66879272460938,150.16400385933798,148.82605221237012,149.84255078491958,3721500
2021-08-03,151.5106964111328,151.60626536083376,149.81653162724731,150.06847889997115,6033000
2021-08-04,150.61581420898438,151.68443907818505,150.52892853377762,151.34560615590715,4793100
2021-08-05,150.90252685546875,151.0415386384099,149.7991423708249,151.0415386384099,4291000
2021-08-06,150.39859008789062,151.11969865886206,149.82517653648338,151.11969865886206,4581100
2021-08-09,150.919921875,151.38907011866124,150.24224267898663,150.92860514097526,3950200
2021-08-10,150.97203063964844,151.2674207316053,150.11191015871069,150.52893224482,3678300
2021-08-11,150.99807739257812,151.58017424868208,150.78955974358453,151.3890363846609,4221300
2021-08-12,152.2144317626953,152.29262092748618,150.81565703489295,151.01549146521805,4300400
2021-08-13,153.1266632080078,153.16140952549003,152.14491071374493,152.29260576260774,5882100
2021-08-16,154.50804138183594,154.55148421668358,152.8660029769733,153.38729048136128,4782800
2021-08-17,155.92420959472656,155.95895591158697,154.04759031882907,154.04759031882907,6041900
2021-08-18,153.943359375,155.9502941874512,153.8912332640628,155.9502941874512,7134100
