Price,Close,High,Low,Open,Volume
Ticker,MA,MA,MA,MA,MA
Date,,,,,
2022-10-19,291.63116455078125,293.4724729715034,288.7222953732424,289.3784879105538,1914300
2022-10-20,290.1816711425781,296.4989228262485,289.52544859313514,291.62141534590864,2463800
2022-10-21,296.1462707519531,296.4792688971448,287.4588479984982,288.4480685902999,3599600
2022-10-24,299.3098449707031,300.68102281019156,294.31481222951976,298.2520578592155,3184100
2022-10-25,305.000244140625,305.6760442453476,299.5644619891356,299.61345077160536,3012400
2022-10-26,312.93353271484375,317.7718550470398,305.862140836206,305.862140836206,5278000
2022-10-27,312.7963562011719,316.4299843642061,307.59565509224086,309.67201404254615,4725800
2022-10-28,322.68853759765625,324.97056617944185,311.2783349098556,312.73765675398056,3644400
2022-10-31,321.4250793457031,322.65915438967596,317.11565031632506,322.11068323445164,3157900
2022-11-01,326.33197021484375,326.77271984438,320.3575202148534,325.3819344780466,3660400
2022-11-02,313.23712158203125,326.14582921034645,313.0510299790149,324.5983636525303,3074900
2022-11-03,302.80633544921875,310.24987996107734,302.24806064399985,308.6338480575668,2860900
2022-11-04,311.8169860839844,316.4790205772198,306.7925720823888,307.3802282613618,3414000
2022-11-07,318.4378356933594,319.0940283075679,311.1705488196209,315.8130054576589,2742100
2022-11-08,319.0451354980469,322.6200021051717,315.62697922110743,319.51526648860283,2387500
2022-11-09,309.1431579589844,317.02745187723633,308.6632233635784,315.64647049145185,3001200
2022-11-10,330.3279724121094,330.4553014088835,322.38491461053025,324.3633262597029,3255000
2022-11-11,332.306396484375,335.5776456204028,329.43668200861856,332.02235719030335,3734700
2022-11-14,332.3847351074219,337.41895272226793,329.1036822525848,329.80886367246194,2348900
2022-11-15,336.4395751953125,343.99087261362007,332.5022993520455,339.4561666905278,2983600
2022-11-16,335.7049865722656,338.02620012204875,333.09973371829,336.09674740148284,2579600
2022-11-17,334.2456359863281,334.88228096150715,330.06353606698184,332.02237010892236,2004500
2022-11-18,336.61578369140625,341.4541053808331,334.30434435458596,338.5452361051204,2737700
2022-11-21,331.2878112792969,337.16431347493847,330.67077376644477,335.94004218417984,1965100
2022-11-22,337.8597106933594,338.21231638794967,330.6120302117682,332.83529624387023,2510700
2022-11-23,341.4639892578125,343.5795038735548,337.0663861904815,337.5365171547785,1937300
2022-11-25,344.0592956542969,344.1670171427264,340.91534657495464,341.77723804009173,944400
2022-11-28,337.497314453125,343.0212409093575,336.1653216247613,339.54429248136495,2226200
2022-11-29,336.06732177734375,337.624591043531,333.73630480009933,336.57660779923515,1724200
2022-11-30,349.06427001953125,349.06427001953125,334.4513827231576,335.7931794507139,4252300
2022-12-01,353.3736267089844,354.1375707411191,346.76256223839925,350.62146744645844,3374700
2022-12-02,352.6488342285156,354.8329445989475,348.7311667662075,350.0925705562863,2015500
2022-12-05,348.7605285644531,351.5126874115948,347.1543005372746,348.6723846382143,2202500
2022-12-06,340.3767395019531,347.6929846275811,337.26220106663976,346.53727990847955,2353300
2022-12-07,340.26910400390625,340.6902461858801,334.4415602693829,339.74021039780075,2454300
2022-12-08,343.94183349609375,344.92125036070274,340.0731249251159,342.7959026131517,1998600
2022-12-09,341.6500244140625,345.50892984683566,340.2102802054955,341.2288822708021,2301100
2022-12-12,350.7978210449219,351.0622528905579,341.91450114958013,343.0995874214939,2427100
2022-12-13,349.7987976074219,361.6595537670873,348.41781596369583,361.63994629661386,3072200
2022-12-14,350.1513671875,354.6468874504198,346.4883274296355,349.6518549729199,2587200
2022-12-15,339.1231384277344,346.517724869446,335.5090872833714,344.1867375016024,2774900
2022-12-16,338.7215576171875,341.07215234161805,336.3122002663537,337.67357429727366,5947100
2022-12-19,334.2358093261719,338.731329155327,332.55121112071987,338.25139456607303,2457300
2022-12-20,335.8909912109375,337.28174627790935,333.608933412457,334.34349598554746,1895900
2022-12-21,338.57470703125,340.4453973195435,335.323035015281,336.56691388849146,2087000
2022-12-22,334.4905090332031,338.4865474413426,329.50527970312714,337.1055657774589,2276100
2022-12-23,336.52764892578125,337.44830319228794,330.7392915269946,332.0419028375793,1914500
2022-12-27,339.03497314453125,339.7695358530139,334.77450345744535,337.0173766297203,1637700
2022-12-28,334.9116516113281,342.31604166291646,334.7451375717142,339.41694585277236,1854100
2022-12-29,341.04278564453125,342.52171488107393,336.4689249866658,337.29163168100365,1459800
2022-12-30,340.5726318359375,340.7391159622711,336.5472130419993,338.2220074855995,1617600
2023-01-03,339.6617736816406,347.36000616506254,336.8606556556644,342.756734715357,2933600
2023-01-04,347.8399353027344,349.63228511851304,342.4923269481601,344.1573477739241,2661000
2023-01-05,344.52947998046875,350.2003123293502,344.03977151934265,348.78994957015243,2608500
2023-01-06,360.6866760253906,361.7167208837744,348.57123966210975,350.523433033193,4432800
2023-01-09,363.92401123046875,367.87746654003456,362.54078836372486,364.5714791641326,3913500
2023-01-10,363.9632568359375,364.6205144720831,360.2354139100376,361.80503040841944,3485900
2023-01-11,370.6831359863281,370.7420239246789,364.208516438158,365.54267103127694,3370200
2023-01-12,372.5960998535156,373.8910357002375,369.7610064575588,370.6831250827699,3291200
2023-01-13,368.3875732421875,370.6929446495853,367.20056368525076,367.9363186064664,4261000
2023-01-17,367.87744140625,371.1441799132426,366.8768255432844,367.87744140625,2814500
2023-01-18,361.91290283203125,368.6720215203818,361.50086696157945,367.3967251453542,2747100
2023-01-19,360.9515686035156,363.75723309223605,356.6940035779661,357.675010171999,3111200
2023-01-20,369.13311767578125,369.4666562869513,362.3837882927258,363.1980404376502,3863400
2023-01-23,371.37969970703125,374.13632603584205,369.2116534258368,369.58444074795887,2743900
2023-01-24,372.79229736328125,382.5925429210399,368.0932677483706,382.5925429210399,2756200
2023-01-25,375.1271057128906,375.2938600596698,367.975559643904,367.975559643904,3501900
2023-01-26,370.07489013671875,376.8144001410886,365.91543207080105,376.12771353964655,3718400
2023-01-27,366.92584228515625,373.2925645826788,366.28819407852546,369.0448198154216,3405600
2023-01-30,364.0711364746094,366.6413687779677,362.3838040554511,362.4426620518682,2688600
2023-01-31,363.5610046386719,365.4053015967513,360.0489847024292,362.96257512281176,3137400
2023-02-01,366.9748840332031,369.6236134550646,360.0293714568122,361.5695587868424,2951900
2023-02-02,367.818603515625,373.24356861724004,365.71923509836927,372.3116004062257,2761600
2023-02-03,366.8081970214844,371.0363332525316,363.4531411338913,363.7572507978081,2739600
2023-02-06,365.88604736328125,367.2202020221722,362.0404881655162,362.9724564477906,2068300
