Date,Ticker,Market,Close,rsi_14,price_sma50_ratio,obv_zscore_50,macd_norm,macd_signal_norm,bb_pct_b,bb_width,atr_pct,return_1d,return_5d,return_10d,volatility_10d,volume_ratio_20d
2022-08-04,COOP,Kenya,11.55,59.615384615384635,0.03364954358331862,-1.0828130502566558,0.009978227791608193,0.0068070159769699915,0.6913062929015907,0.08508892408875149,0.034632034632034625,-0.004310344827586077,0.004347826086956497,0.03587443946188351,0.023085966967339694,1.140936559310142
2022-08-05,COOP,Kenya,11.9,58.82352941176474,0.06421033804328391,-0.9497197578121466,0.011811590630504208,0.007647765825865776,0.9725806063531841,0.09474811027162958,0.03361344537815126,0.030303030303030276,0.0,0.057777777777777706,0.02455873820242566,0.13238550285514508
2022-08-08,COOP,Kenya,12.35,66.10169491525426,0.1026785714285714,-0.7757723878898024,0.015763794711644078,0.009048040777328183,1.1656060218914124,0.12057232080827517,0.0355696934644303,0.037815126050420034,0.060085836909871126,0.08810572687224671,0.026570756461504072,0.2923891750707393
2022-08-10,COOP,Kenya,12.55,71.6666666666667,0.11933642525865151,-0.6697634992014895,0.019985995958754475,0.011120278305695314,1.1257775320582228,0.14552641257935087,0.037564029595902104,0.01619433198380582,0.08658008658008653,0.14090909090909087,0.022649390016759474,0.16808255589722207
2022-08-11,COOP,Kenya,12.8,76.19047619047622,0.14010866660728594,-0.38886736612517775,0.02436674128922095,0.013595816553873952,1.1091827396899494,0.1717688509280205,0.03766741071428571,0.019920318725099584,0.10344827586206895,0.11304347826086958,0.019921401537985498,0.3934964160357186
2022-08-12,COOP,Kenya,12.8,75.4098360655738,0.13707026738918038,-0.3806456728528635,0.027827096442220867,0.016442072531543332,1.0138213948800627,0.1870786769852249,0.03766741071428571,0.0,0.10822510822510822,0.11304347826086958,0.019921401537985498,0.5565348778645177
2022-08-15,COOP,Kenya,12.7,72.1311475409836,0.12439132359451088,-2.6217673115408826,0.029830917669723903,0.019223413669614366,0.911950504918194,0.19403295258732278,0.03880764904386952,-0.007812500000000111,0.0672268907563025,0.0672268907563025,0.018779035970371328,3.6851222339441776
2022-08-16,COOP,Kenya,12.65,80.00000000000003,0.11660340718510032,-2.6351370209462175,0.030696028639482845,0.021578722161357592,0.8466706112544203,0.20255528989020147,0.037549407114624504,-0.00393700787401563,0.02429149797570851,0.0858369098712446,0.016635436119826482,0.4529964366699061
2022-08-17,COOP,Kenya,12.65,75.55555555555559,0.113556338028169,-2.4170250143554637,0.030931631179697043,0.023449303965025484,0.8108026221327135,0.2078193044971636,0.035290796160361376,0.0,0.007968127490039834,0.09523809523809512,0.015865847991435093,0.1901428683365111
2022-08-18,COOP,Kenya,12.65,75.55555555555559,0.11052585374418378,-2.238118242003941,0.030763722843059192,0.024912187740632228,0.7806975920604193,0.20789630592069244,0.035008469791078495,0.0,-0.01171875,0.0905172413793105,0.016072751828203603,0.12859373564802057
